,시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일
4037,다이소 롯데마트서초점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,서초구,서초동,,1498-5 번지,서초대로38길,12 번,37.49049503,127.005382,6655.0,서울특별시 서초구 서초대로38길 12,서울특별시 서초구 서초동 1498-5,1522-4400,http://www.daiso.co.kr/,연중무휴,매일 10:00~23:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4041,다이소 롯데마트시흥배곧점,반려동물업,반려동물 서비스,반려동물용품,경기도,시흥시,배곧동,,202 번지,서울대학로278번길,67 번,37.36889514,126.73134,15011.0,경기도 시흥시 서울대학로278번길 67,경기도 시흥시 배곧동 202,031-355-2562,https://www.daiso.co.kr/,"2, 4째주 일요일",매일 10:00~23:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4065,다이소 롯데마트중계점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,노원구,중계동,,361 번지,노원로,330 번,37.64679053,127.070941,1746.0,서울특별시 노원구 노원로 330,서울특별시 노원구 중계동 361,02-952-6017,https://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,N,없음,Y,해당없음,소형,케이지 이용,Y,N,강아지용품,없음,2022-11-30
4070,다이소 롯데마트청량리점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,동대문구,전농동,,591-53 번지,왕산로,214 번,37.58419614,127.051147,2555.0,서울특별시 동대문구 왕산로 214,서울특별시 동대문구 전농동 591-53,02-959-6016,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4077,다이소 롯데마트행당역점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성동구,행당동,,346 번지,행당로,84 번,37.55656776,127.028746,4717.0,서울특별시 성동구 행당로 84,서울특별시 성동구 행당동 346,02-3395-2500,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4082,다이소 롯데몰은평점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,은평구,진관동,,63 번지,통일로,1050 번,37.63753667,126.9179,3306.0,서울특별시 은평구 통일로 1050,서울특별시 은평구 진관동 63,02-6975-5320,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4083,다이소 롯데빅마켓영등포점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,영등포구,영등포동,,62-1 번지,영중로,125 번,37.52781676,126.904683,7228.0,서울특별시 영등포구 영중로 125,서울특별시 영등포구 영등포동8가 62-1,02-2677-6016,http://www.daiso.co.kr/,"2, 4째주 일요일",매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4084,다이소 롯데슈퍼가락점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,송파구,가락동,,7 번지,오금로36길,8 번,37.50307619,127.12533,5700.0,서울특별시 송파구 오금로36길 8,서울특별시 송파구 가락동 7,1522-4400,https://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4085,다이소 롯데슈퍼마포대흥점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,마포구,대흥동,,337-10 번지,큰우물로,3 번,37.5453842,126.940229,4150.0,서울특별시 마포구 큰우물로 3,서울특별시 마포구 대흥동 337-10,1522-4400,https://www.daiso.co.kr/,매주 일요일,월~토 10:00~23:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4087,다이소 롯데슈퍼범서점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,은평구,불광동,,308-1 번지,통일로,842 번,37.61869023,126.922064,3350.0,서울특별시 은평구 통일로 842,서울특별시 은평구 불광동 308-1,02-382-8654,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4094,다이소 롯데슈퍼올림픽점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,송파구,방이동,,89-12 번지,양재대로,1220 번,37.51533882,127.133266,5648.0,서울특별시 송파구 양재대로 1220,서울특별시 송파구 방이동 89-12,1522-4400,https://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4104,다이소 마리오아울렛점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,금천구,가산동,,60-20 번지,벚꽃로,266 번,37.47844577,126.885081,8511.0,서울특별시 금천구 벚꽃로 266,서울특별시 금천구 가산동 60-20,02-2067-2353,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4114,다이소 마천점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,송파구,마천동,,127-9 번지,마천로,281 번,37.49714503,127.14801,5756.0,서울특별시 송파구 마천로 281,서울특별시 송파구 마천동 127-9,02-400-6350,http://www.daiso.co.kr/,연중무휴,매일 09:00~21:30,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4115,다이소 망우2호점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,중랑구,망우동,,470-14 번지,망우로,416 번,37.59916578,127.098351,2164.0,서울특별시 중랑구 망우로 416,서울특별시 중랑구 망우동 470-14,02-433-6016,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4117,다이소 매봉역점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강남구,도곡동,,463 번지,남부순환로,2748 번,37.48661527,127.047199,6297.0,서울특별시 강남구 남부순환로 2748,서울특별시 강남구 도곡동 463,02-578-6016,https://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4118,다이소 먹골역점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,중랑구,묵동,,244-148 번지,동일로,889 번,37.60975976,127.077604,2009.0,서울특별시 중랑구 동일로 889,서울특별시 중랑구 묵동 244-148,02-3296-6018,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4124,다이소 명동본점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,중구,명동,,53-1 번지,명동길,43 번,37.56399818,126.984737,4534.0,서울특별시 중구 명동길 43,서울특별시 중구 명동1가 53-1,02-3789-6016,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4125,다이소 목동사거리점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강서구,화곡동,,775-8 번지,등촌로5길,2 번,37.53348476,126.863298,7741.0,서울특별시 강서구 등촌로5길 2,서울특별시 강서구 화곡동 775-8,02-2653-6016,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4126,다이소 목동역점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,양천구,신정동,,994-2 번지,오목로,238 번,37.52589223,126.863943,8022.0,서울특별시 양천구 오목로 238,서울특별시 양천구 신정동 994-2,02-2695-6016,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4140,다이소 미아사거리점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강북구,미아동,,42-11 번지,월계로,3 번,37.60958992,127.030683,1220.0,서울특별시 강북구 월계로 3,서울특별시 강북구 미아동 42-11,02-983-6016,https://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4145,다이소 바다마트강서점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강서구,외발산동,,424 번지,발산로,24 번,37.55279851,126.818747,7644.0,서울특별시 강서구 발산로 24,서울특별시 강서구 외발산동 424,02-2669-9501,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4147,다이소 발산역점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강서구,내발산동,,645-1 번지,공항대로,280 번,37.55803043,126.838431,7646.0,서울특별시 강서구 공항대로 280,서울특별시 강서구 내발산동 645-1,02-2658-6016,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4148,다이소 방배역점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,서초구,방배동,,909-8 번지,효령로,117 번,37.48146485,126.996941,6686.0,서울특별시 서초구 효령로 117,서울특별시 서초구 방배동 909-8,02-525-6016,http://www.daiso.co.kr/,연중무휴,매일 08:00~22:00,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4149,다이소 방이시장점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,송파구,방이동,,148-3 번지,백제고분로48길,5 번,37.51175938,127.114005,5632.0,서울특별시 송파구 백제고분로48길 5,서울특별시 송파구 방이동 148-3,02-422-6016,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4150,다이소 방학역점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,도봉구,방학동,,706-7 번지,도봉로,696 번,37.66663602,127.043422,1333.0,서울특별시 도봉구 도봉로 696,서울특별시 도봉구 방학동 706-7,02-3494-6016,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4151,다이소 방화사거리점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강서구,방화동,,563-25 번지,금낭화로,75 번,37.57217732,126.811228,7603.0,서울특별시 강서구 금낭화로 75,서울특별시 강서구 방화동 563-25,02-2666-6016,http://www.daiso.co.kr/,연중무휴,매일 09:30~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4153,다이소 배명사거리점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,송파구,삼전동,,180-8 번지,삼학사로,53 번,37.50201881,127.096617,5585.0,서울특별시 송파구 삼학사로 53,서울특별시 송파구 삼전동 180-8,02-412-8982,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4154,다이소 번동점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강북구,번동,,306-11 번지,오현로,190 번,37.62847429,127.039411,1224.0,서울특별시 강북구 오현로 190,서울특별시 강북구 번동 306-11,02-982-6016,http://www.daiso.co.kr/,연중무휴,매일 09:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4162,다이소 보라매점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,동작구,신대방동,,395-69 번지,보라매로5가길,16 번,37.4912751,126.924095,7071.0,서울특별시 동작구 보라매로5가길 16,서울특별시 동작구 신대방동 395-69,02-844-6016,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4168,다이소 봉천2호점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,관악구,봉천동,,926-40 번지,남부순환로,1731 번,37.48258066,126.942476,8757.0,서울특별시 관악구 남부순환로 1731,서울특별시 관악구 봉천동 926-40,02-3285-6015,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4169,다이소 봉천본점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,관악구,봉천동,,859-17 번지,관악로,195 번,37.48256382,126.953099,8745.0,서울특별시 관악구 관악로 195,서울특별시 관악구 봉천동 859-17,02-878-6016,https://www.daisomall.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4261,다이소 불광역점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,은평구,대조동,,12-32 번지,통일로67길,3 번,37.61092106,126.928838,3396.0,서울특별시 은평구 통일로67길 3,서울특별시 은평구 대조동 12-32,02-353-6016,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4262,다이소 비트플렉스 왕십리역점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성동구,행당동,,168-151 번지,왕십리광장로,17 번,37.56144175,127.038394,4750.0,서울특별시 성동구 왕십리광장로 17,서울특별시 성동구 행당동 168-151,02-2296-6016,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4264,다이소 사가정2호점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,중랑구,면목동,,627-1 번지,면목로,290 번,37.57855842,127.086315,2252.0,서울특별시 중랑구 면목로 290,서울특별시 중랑구 면목동 627-1,02-434-6016,http://www.daiso.co.kr/,"설, 추석 당일 휴무",매일 10:00~22:00,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4265,다이소 사당1호점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,동작구,사당동,,1030-20 번지,동작대로,43 번,37.480418,126.981456,7015.0,서울특별시 동작구 동작대로 43,서울특별시 동작구 사당동 1030-20,02-582-6016,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
4266,다이소 사당2호점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,동작구,사당동,,1046-11 번지,남부순환로,2057 번,37.47693443,126.97736,7024.0,서울특별시 동작구 남부순환로 2057,서울특별시 동작구 사당동 1046-11,02-586-6016,http://www.daiso.co.kr/,연중무휴,매일 10:00~22:00,N,없음,N,해당없음,해당없음,해당없음,Y,N,강아지용품,없음,2022-11-30
